
,providerId,locationId,organisationType,type,name,region,postalCode,onspdLatitude,onspdLongitude,rating_overall,reportDate,rating_caring,rating_effective,rating_responsive,rating_safe,rating_wellled,URL,Location_type,Location_subtype,Report_URL,Corpus_duplication_check
350,1-101686826,1-127457553,Location,Independent Healthcare Org,Independent Clinical Services Limited,South West,BS41 9FH,51.42572,-2.671575,Good,9/2/2016,Good,Good,Outstanding,Good,Good,http://www.cqc.org.uk/location/1-127457553,Independent Healthcare Org,Community health - NHS & Independent,https://www.cqc.org.uk/sites/default/files/new_reports/INS2-2473717512.pdf,included
351,1-101725819,1-127463533,Location,Independent Healthcare Org,Huntercombe Hospital - Stafford,West Midlands,ST19 9QT,52.694424,-2.233274,Good,10/29/2018,Outstanding,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-127463533,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH7465.pdf,included
352,1-118166459,1-127893018,Location,Independent Healthcare Org,The Priory Hospital Middleton St George,North East,DL2 1TS,54.517108,-1.433158,Outstanding,11/18/2019,Outstanding,Good,Good,Good,Outstanding,http://www.cqc.org.uk/location/1-127893018,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6360.pdf,included
353,1-118166459,1-127893060,Location,Independent Healthcare Org,Cheadle Royal Hospital,North West,SK8 3DG,53.374935,-2.221487,Good,1/16/2020,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-127893060,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ7620.pdf,included
357,1-1058889874,1-1285831303,Location,Independent Healthcare Org,KIMS Hospital,South East,ME14 5FT,51.286548,0.556711,Good,10/29/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-1285831303,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6230.pdf,included
359,1-102643458,1-128718687,Location,Independent Healthcare Org,Ashtead Hospital,South East,KT21 2SB,51.304339,-0.303292,Good,7/6/2017,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-128718687,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH2559.pdf,included
360,1-102643458,1-128732707,Location,Independent Healthcare Org,Duchy Hospital,South West,TR1 3UP,50.267934,-5.093566,Requires improvement,3/23/2017,Good,Good,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-128732707,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF9564.pdf,included
361,1-102643458,1-128732725,Location,Independent Healthcare Org,Euxton Hall Hospital,North West,PR7 6DY,53.660948,-2.676313,Good,3/28/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-128732725,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG3931.pdf,included
362,1-102643458,1-128732743,Location,Independent Healthcare Org,Fitzwilliam Hospital,East,PE3 9AQ,52.576469,-0.297549,Good,11/10/2017,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-128732743,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG8732.pdf,included
363,1-102643458,1-128732777,Location,Independent Healthcare Org,Blakelands Hospital,South East,MK14 5HR,52.074424,-0.742698,Good,2/3/2017,Good,Good,Good,Good,Requires improvement,http://www.cqc.org.uk/location/1-128732777,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG3034.pdf,included
364,1-102643458,1-128732808,Location,Independent Healthcare Org,Boston West Hospital,East Midlands,PE21 8EG,52.975942,-0.033522,Good,10/23/2015,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-128732808,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAE3853.pdf,included
365,1-102643458,1-128732823,Location,Independent Healthcare Org,Cobalt Hospital,North East,NE27 0BY,55.024056,-1.510464,Good,9/7/2016,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-128732823,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF7894.pdf,included
366,1-102643458,1-128732838,Location,Independent Healthcare Org,Horton Treatment Centre,South East,OX16 9FG,52.053522,-1.336664,Good,3/13/2017,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-128732838,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF8863.pdf,included
367,1-102643458,1-128732946,Location,Independent Healthcare Org,Fulwood Hall Hospital,North West,PR2 9SZ,53.786317,-2.684036,Good,12/6/2018,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-128732946,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH8972.pdf,included
368,1-102643458,1-128732964,Location,Independent Healthcare Org,Rowley Hall Hospital,West Midlands,ST17 9AQ,52.794778,-2.126281,Good,2/9/2017,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-128732964,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG3041.pdf,included
369,1-102643458,1-128732982,Location,Independent Healthcare Org,Mount Stuart Hospital,South West,TQ1 4UP,50.475093,-3.541757,Good,10/8/2018,Good,Good,Good,Good,Requires improvement,http://www.cqc.org.uk/location/1-128732982,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH2863.pdf,included
370,1-102643458,1-128732997,Location,Independent Healthcare Org,New Hall Hospital,South West,SP5 4EW,51.03273,-1.763438,Good,7/26/2018,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-128732997,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH2864.pdf,included
371,1-102643458,1-128733015,Location,Independent Healthcare Org,North Downs Hospital,South East,CR3 6DP,51.273556,-0.079153,Good,9/23/2016,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-128733015,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG6900.pdf,included
372,1-102643458,1-128733032,Location,Independent Healthcare Org,Oaklands Hospital,North West,M6 8AQ,53.492297,-2.321064,Good,12/18/2017,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-128733032,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG9819.pdf,included
373,1-102643458,1-128733050,Location,Independent Healthcare Org,Oaks Hospital,East,CO4 5XR,51.906301,0.894979,Good,3/10/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-128733050,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF7918.pdf,included
374,1-102643458,1-128733068,Location,Independent Healthcare Org,Pinehill Hospital,East,SG4 9QZ,51.950305,-0.262975,Good,3/1/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-128733068,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH7610.pdf,included
375,1-102643458,1-128733087,Location,Independent Healthcare Org,Renacres Hospital,North West,L39 8SE,53.600127,-2.950697,Good,12/28/2016,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-128733087,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF9107.pdf,included
376,1-102643458,1-128733105,Location,Independent Healthcare Org,Rivers Hospital,East,CM21 0HH,51.807096,0.130457,Good,3/25/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-128733105,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ1592.pdf,included
377,1-102643458,1-128733123,Location,Independent Healthcare Org,Springfield Hospital,East,CM1 7GU,51.753372,0.484598,Good,1/17/2019,Good,Good,Good,Good,Requires improvement,http://www.cqc.org.uk/location/1-128733123,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ0620.pdf,included
378,1-102643458,1-128733141,Location,Independent Healthcare Org,The Berkshire Independent Hospital,South East,RG1 6UZ,51.44455,-0.988313,Good,6/21/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-128733141,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ2737.pdf,included
379,1-102643458,1-128733159,Location,Independent Healthcare Org,The Yorkshire Clinic,Yorkshire & Humberside,BD16 1TW,53.832254,-1.818104,Good,4/13/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-128733159,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG4537.pdf,included
380,1-102643458,1-128733177,Location,Independent Healthcare Org,West Midlands Hospital,West Midlands,B63 2AH,52.457813,-2.076674,Good,8/17/2018,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-128733177,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG3962.pdf,included
381,1-102643458,1-128733195,Location,Independent Healthcare Org,Winfield Hospital,South West,GL2 9WH,51.880438,-2.242431,Requires improvement,5/30/2018,Good,Good,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-128733195,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH2557.pdf,included
382,1-102643458,1-128733213,Location,Independent Healthcare Org,Woodland Hospital,East Midlands,NN16 8XF,52.413142,-0.769713,Good,1/28/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-128733213,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH8313.pdf,included
383,1-102643500,1-128758255,Location,Independent Healthcare Org,BMI Bath Clinic,South West,BA2 7BR,51.364279,-2.332036,Requires improvement,7/31/2018,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-128758255,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH2590.pdf,included
384,1-102643500,1-128758296,Location,Independent Healthcare Org,BMI Gisburne Park Hospital,North West,BB7 4HX,53.943326,-2.267558,Good,1/23/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-128758296,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF9094.pdf,included
385,1-102643500,1-128758337,Location,Independent Healthcare Org,BMI Bishops Wood Hospital,London,HA6 2JW,51.616452,-0.446521,Requires improvement,6/2/2017,Good,Requires improvement,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-128758337,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG9329.pdf,included
386,1-102643500,1-128758401,Location,Independent Healthcare Org,BMI Chelsfield Park Hospital,London,BR6 7RG,51.358468,0.130847,Good,12/6/2016,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-128758401,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF8361.pdf,included
387,1-102643500,1-128758464,Location,Independent Healthcare Org,BMI The Edgbaston Hospital,West Midlands,B15 2QQ,52.457585,-1.932892,Requires improvement,1/15/2020,Good,Good,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-128758464,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5452.pdf,included
388,1-102643500,1-128758484,Location,Independent Healthcare Org,BMI The Esperance Hospital,South East,BN21 3BG,50.766115,0.287016,Requires improvement,9/6/2017,Good,Good,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-128758484,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG7460.pdf,included
389,1-102643500,1-128758505,Location,Independent Healthcare Org,BMI The Beardwood Hospital,North West,BB2 7AE,53.755038,-2.513177,Good,5/26/2017,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-128758505,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG5701.pdf,included
390,1-102643500,1-128758526,Location,Independent Healthcare Org,BMI The Beaumont Hospital,North West,BL6 4LA,53.581505,-2.499304,Good,1/11/2016,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-128758526,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAE8426.pdf,included
391,1-102643500,1-128758547,Location,Independent Healthcare Org,BMI The Blackheath Hospital,London,SE3 9UD,51.463474,0.006265,Good,5/16/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-128758547,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ0795.pdf,included
392,1-102643500,1-128758569,Location,Independent Healthcare Org,BMI The Alexandra Hospital,North West,SK8 2PX,53.397264,-2.215828,Good,1/27/2020,Good,Good,Good,Good,Requires improvement,http://www.cqc.org.uk/location/1-128758569,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ7196.pdf,included
393,1-102643500,1-128758601,Location,Independent Healthcare Org,BMI The Cavell Hospital,London,EN2 7PR,51.659225,-0.101361,Good,8/20/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-128758601,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ3051.pdf,included
394,1-102643500,1-128758622,Location,Independent Healthcare Org,BMI The Chiltern Hospital,South East,HP16 0EN,51.690533,-0.693669,Requires improvement,4/25/2019,Good,Good,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/1-128758622,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6039.pdf,included
395,1-102643500,1-128758653,Location,Independent Healthcare Org,BMI The Clementine Churchill Hospital,London,HA1 3RX,51.564966,-0.332709,Good,12/24/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-128758653,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5676.pdf,included
